CustomerID,Gender,Age,TenureMonths,ContractType,PaymentMethod,MonthlyCharges,TotalCharges,HasOnlineSupport,HasPhoneService,HasExtraServices,Churn,ChurnFlag,ChurnProbability,RiskSegment
C0333,Female,56,8,Month-to-month,Bank transfer,81.02,681.12,No,Yes,Yes,Yes,1,0.39960369952307145,Medium
C0334,Male,20,39,Two year,Direct debit,33.54,1354.94,Yes,Yes,Yes,No,0,0.07516414580270227,Low
C0335,Female,62,40,Month-to-month,Credit card,95.14,3725.22,Yes,Yes,Yes,No,0,0.3107526684153447,Medium
C0336,Female,30,14,Two year,Credit card,85.7,1161.66,Yes,Yes,Yes,No,0,0.18711649566997313,Low
C0337,Male,67,32,Month-to-month,Direct debit,115.66,3662.66,Yes,Yes,No,No,0,0.4540366298314166,Medium
C0338,Male,45,51,Two year,Bank transfer,26.9,1324.9,No,Yes,Yes,No,0,0.05325818509583652,Low
C0339,Female,37,38,Month-to-month,Bank transfer,25.71,1018.45,No,Yes,No,Yes,1,0.22345438825236721,Low
C0340,Female,45,33,One year,Credit card,48.22,1581.57,Yes,Yes,Yes,No,0,0.0819433437779703,Low
C0341,Male,25,23,One year,Bank transfer,46.17,1048.68,Yes,Yes,Yes,No,0,0.07813241957147676,Low
C0342,Female,58,15,Month-to-month,Direct debit,44.7,570.31,Yes,Yes,No,Yes,1,0.3705780521780918,Medium
C0343,Male,56,33,Month-to-month,Direct debit,110.63,3682.56,No,Yes,No,Yes,1,0.45433211313337823,Medium
C0344,Female,18,25,Month-to-month,Credit card,44.95,1061.79,Yes,Yes,Yes,No,0,0.22229016163939563,Low
C0345,Male,20,17,Month-to-month,Direct debit,47.19,805.23,Yes,No,No,Yes,1,0.30252255456549715,Medium
C0346,Male,30,33,One year,Credit card,95.94,3179.89,Yes,No,No,No,0,0.14133257155346293,Low
C0347,Male,45,47,Month-to-month,Direct debit,64.97,3121.62,Yes,Yes,No,No,0,0.25968238920169096,Low
C0348,Female,66,55,Month-to-month,Credit card,97.67,5306.41,Yes,Yes,No,No,0,0.34877241583353696,Medium
C0349,Female,42,2,Month-to-month,Bank transfer,26.54,0.0,No,Yes,Yes,No,0,0.3034365700784212,Medium
C0350,Male,50,14,Two year,Direct debit,68.76,971.83,Yes,Yes,Yes,No,0,0.1606399292275423,Low
C0351,Female,55,53,Month-to-month,Direct debit,23.36,1328.11,Yes,Yes,No,No,0,0.18385148625125952,Low
C0352,Male,70,40,Month-to-month,Credit card,26.27,1112.75,No,Yes,Yes,No,0,0.13349401325375704,Low
C0353,Male,23,40,Month-to-month,Credit card,110.64,4436.08,No,Yes,No,Yes,1,0.37677972074764915,Medium
C0354,Female,61,51,Month-to-month,Direct debit,33.92,1705.34,Yes,Yes,Yes,Yes,1,0.16810595071196538,Low
C0355,Female,62,39,Two year,Credit card,73.24,2896.72,Yes,Yes,Yes,No,0,0.13010812372606653,Low
C0356,Male,49,51,Month-to-month,Direct debit,61.11,3067.93,Yes,Yes,No,Yes,1,0.23612640162542467,Low
C0357,Female,62,6,Month-to-month,Bank transfer,54.73,352.2,Yes,Yes,Yes,Yes,1,0.33300977538558885,Medium
C0358,Female,64,6,One year,Credit card,109.98,685.15,Yes,Yes,No,Yes,1,0.25606575377014795,Low
C0359,Male,38,3,One year,Direct debit,22.18,119.55,Yes,Yes,No,No,0,0.13236074302369444,Low
C0360,Male,33,7,Month-to-month,Bank transfer,86.38,742.64,Yes,No,No,Yes,1,0.40026655526703586,Medium
C0361,Female,38,51,One year,Bank transfer,116.34,5952.96,No,Yes,No,Yes,1,0.2189150825731811,Low
C0362,Male,28,8,Two year,Direct debit,76.02,582.71,Yes,Yes,No,No,0,0.22628542215977054,Low
C0363,Male,54,42,Month-to-month,Credit card,113.68,4773.28,Yes,Yes,No,No,0,0.37175337734087166,Medium
C0364,Female,53,52,One year,Direct debit,25.23,1223.51,Yes,No,No,No,0,0.07036878462895,Low
C0365,Male,52,15,One year,Bank transfer,61.88,893.46,No,Yes,Yes,No,0,0.11254355734859892,Low
C0366,Male,36,47,Month-to-month,Direct debit,46.02,2142.48,No,Yes,Yes,No,0,0.17394826031076857,Low
C0367,Female,37,29,Month-to-month,Credit card,93.08,2673.12,No,Yes,Yes,No,0,0.3448622662846664,Medium
C0368,Female,35,33,Month-to-month,Bank transfer,118.13,3905.91,No,Yes,Yes,No,0,0.42723227322805024,Medium
C0369,Male,64,52,Two year,Direct debit,45.65,2332.68,No,Yes,No,No,0,0.1029828388444466,Low
C0370,Male,58,30,Two year,Credit card,85.42,2618.65,Yes,Yes,No,Yes,1,0.16967364096602572,Low
C0371,Female,66,39,One year,Bank transfer,39.81,1552.6,Yes,Yes,No,No,0,0.09709877811651267,Low
C0372,Female,31,27,Month-to-month,Credit card,76.53,2065.84,Yes,Yes,Yes,Yes,1,0.29041475657481014,Low
C0373,Female,32,36,One year,Bank transfer,66.39,2373.65,No,No,No,No,0,0.14075096718234262,Low
C0374,Female,48,29,One year,Direct debit,117.2,3406.56,No,Yes,Yes,No,0,0.22780194568363887,Low
C0375,Male,18,38,Month-to-month,Credit card,80.85,3113.55,Yes,Yes,No,Yes,1,0.2781934453726361,Low
C0376,Female,70,57,Month-to-month,Bank transfer,54.95,3088.79,Yes,Yes,No,Yes,1,0.22797892108371148,Low
C0377,Female,20,33,Two year,Credit card,31.41,1003.62,Yes,Yes,Yes,No,0,0.08359842364625733,Low
C0378,Male,33,37,Month-to-month,Credit card,35.12,1284.25,No,No,Yes,No,0,0.14692878687425315,Low
C0379,Female,40,27,Two year,Direct debit,42.53,1081.02,Yes,Yes,Yes,No,0,0.12835867507266288,Low
C0380,Male,28,55,Month-to-month,Credit card,45.1,2439.54,Yes,Yes,No,No,0,0.15226350742909012,Low
C0381,Female,29,33,Month-to-month,Bank transfer,105.06,3443.17,Yes,Yes,No,Yes,1,0.43860409773581727,Medium
C0382,Female,27,4,Month-to-month,Bank transfer,76.12,348.2,Yes,Yes,No,Yes,1,0.4479144910701637,Medium
C0383,Female,49,22,Month-to-month,Bank transfer,72.34,1604.61,No,Yes,Yes,Yes,1,0.3327170940803937,Medium
C0384,Male,33,2,Two year,Bank transfer,31.48,72.64,Yes,Yes,Yes,No,0,0.12336741272672032,Low
C0385,Male,25,10,Month-to-month,Direct debit,106.01,1102.64,No,Yes,No,Yes,1,0.4888295065652659,Medium
C0386,Female,55,5,Two year,Credit card,92.28,454.53,Yes,No,No,No,0,0.2723487645032503,Low
C0387,Male,29,59,Month-to-month,Direct debit,26.77,1598.95,Yes,Yes,Yes,No,0,0.10472436354614696,Low
C0388,Male,41,10,Two year,Credit card,90.78,902.64,Yes,Yes,Yes,No,0,0.16668206824864895,Low
C0389,Male,45,33,Month-to-month,Credit card,74.35,2466.82,No,Yes,No,No,0,0.2957555169850312,Low
C0390,Male,70,54,Two year,Credit card,28.17,1492.04,Yes,Yes,Yes,No,0,0.04549465361773794,Low
C0391,Male,25,38,One year,Direct debit,65.83,2379.6,Yes,Yes,Yes,No,0,0.0874916342675743,Low
C0392,Male,45,13,Month-to-month,Credit card,68.47,883.4,Yes,Yes,Yes,No,0,0.2638291598544547,Low
C0393,Female,53,31,Month-to-month,Direct debit,36.58,1205.12,No,Yes,No,Yes,1,0.3065697233689172,Medium
C0394,Female,43,47,Two year,Bank transfer,114.57,5431.1,Yes,Yes,No,No,0,0.25579979589405755,Low
C0395,Male,25,36,Two year,Bank transfer,105.0,3828.27,No,Yes,No,No,0,0.21555848387974919,Low
C0396,Female,67,45,Month-to-month,Credit card,86.9,3972.31,Yes,No,No,Yes,1,0.3403327265944643,Medium
C0397,Female,45,24,One year,Direct debit,66.23,1593.95,Yes,Yes,No,No,0,0.17605054455132244,Low
C0398,Female,45,52,Two year,Bank transfer,61.18,3191.23,Yes,Yes,Yes,No,0,0.09948140891334727,Low
C0399,Female,54,56,Two year,Direct debit,85.1,4734.72,Yes,Yes,No,No,0,0.1884875724849704,Low
C0400,Male,58,15,Two year,Direct debit,74.54,1102.3,Yes,Yes,Yes,No,0,0.1676112686239799,Low
C0401,Female,53,29,One year,Credit card,26.23,791.46,Yes,Yes,No,No,0,0.0909019535094915,Low
C0402,Female,44,8,Month-to-month,Bank transfer,71.25,630.19,Yes,Yes,Yes,Yes,1,0.3576382352950785,Medium
C0403,Male,34,5,Month-to-month,Credit card,100.64,496.23,No,Yes,Yes,Yes,1,0.3652082885423593,Medium
C0404,Male,26,29,Month-to-month,Credit card,65.92,1889.17,Yes,Yes,Yes,Yes,1,0.2122203937844953,Low
C0405,Female,50,47,One year,Bank transfer,25.2,1184.43,No,Yes,Yes,No,0,0.056290200233693084,Low
C0406,Female,70,4,One year,Bank transfer,98.63,424.58,Yes,Yes,Yes,Yes,1,0.20426370325440985,Low
C0407,Female,37,12,Month-to-month,Direct debit,40.14,409.49,Yes,Yes,Yes,No,0,0.30178408027083925,Medium
C0408,Female,30,45,Two year,Bank transfer,45.86,1948.89,Yes,Yes,No,No,0,0.11463423439689621,Low
C0409,Female,45,2,One year,Direct debit,36.47,45.41,Yes,Yes,Yes,No,0,0.14448470284099565,Low
C0410,Female,65,27,One year,Direct debit,53.02,1370.5,Yes,Yes,No,No,0,0.15063183823855253,Low
C0411,Male,46,31,Month-to-month,Direct debit,95.68,2940.67,Yes,Yes,No,No,0,0.3912650586636837,Medium
C0412,Female,30,51,Month-to-month,Bank transfer,71.94,3661.55,Yes,Yes,No,Yes,1,0.2866098534151788,Low
C0413,Female,63,51,Month-to-month,Credit card,40.49,2042.33,Yes,Yes,No,No,0,0.1947097544603835,Low
C0414,Male,52,36,Month-to-month,Direct debit,107.78,3952.7,No,Yes,No,Yes,1,0.4384660602194935,Medium
C0415,Male,23,36,Month-to-month,Credit card,107.96,3902.9,No,Yes,Yes,Yes,1,0.31086643101134526,Medium
C0416,Male,35,26,Month-to-month,Credit card,107.06,2798.58,Yes,Yes,Yes,No,0,0.3158371740065139,Medium
C0417,Male,68,43,Month-to-month,Bank transfer,43.88,1917.95,Yes,Yes,Yes,No,0,0.1556975036450545,Low
C0418,Female,22,27,Month-to-month,Credit card,65.12,1701.3,Yes,Yes,No,No,0,0.32126875177064346,Medium
C0419,Female,64,5,Month-to-month,Credit card,118.5,644.46,Yes,Yes,No,Yes,1,0.5312528189681447,Medium
C0420,Female,42,20,One year,Bank transfer,97.2,1940.21,Yes,Yes,Yes,No,0,0.17031112883303168,Low
C0421,Female,19,11,Month-to-month,Direct debit,22.72,283.44,Yes,Yes,Yes,Yes,1,0.269170166083166,Low
C0422,Female,27,10,Two year,Credit card,26.52,211.61,Yes,Yes,No,No,0,0.1541177387769022,Low
C0423,Female,47,40,Two year,Bank transfer,66.39,2577.91,Yes,No,Yes,No,0,0.12238785327833267,Low
C0424,Male,67,38,Month-to-month,Credit card,110.92,4255.85,Yes,Yes,No,No,0,0.37621118588045827,Medium
C0425,Female,62,6,Month-to-month,Credit card,73.87,462.04,No,Yes,No,No,0,0.444000957499355,Medium
C0426,Male,22,8,Month-to-month,Direct debit,69.78,513.14,No,Yes,No,Yes,1,0.40568275587202923,Medium
C0427,Male,50,23,One year,Credit card,30.55,659.17,Yes,Yes,No,No,0,0.0828957455083389,Low
C0428,Female,18,47,One year,Bank transfer,85.68,4083.23,No,Yes,No,No,0,0.1557063697562164,Low
C0429,Male,35,26,Month-to-month,Credit card,102.21,2597.99,No,Yes,Yes,No,0,0.31814270807353195,Medium
C0430,Female,49,46,One year,Direct debit,58.04,2751.97,Yes,Yes,No,No,0,0.12235482305397752,Low
C0431,Male,64,43,Month-to-month,Direct debit,97.56,4150.05,Yes,Yes,No,No,0,0.3697174331821035,Medium
C0432,Female,66,12,Month-to-month,Bank transfer,116.45,1429.32,Yes,Yes,Yes,Yes,1,0.4571472843120336,Medium
C0433,Male,28,26,One year,Direct debit,40.38,1033.45,No,No,Yes,No,0,0.08439790119986385,Low
C0434,Female,38,13,Month-to-month,Credit card,72.33,970.45,No,Yes,Yes,No,0,0.3410450291909463,Medium
C0435,Female,43,40,One year,Direct debit,48.71,1921.19,Yes,No,Yes,No,0,0.08869410802340487,Low
C0436,Female,42,18,Month-to-month,Bank transfer,99.29,1779.08,Yes,Yes,No,Yes,1,0.4646482121082164,Medium
C0437,Female,39,25,Two year,Direct debit,77.76,1946.05,Yes,Yes,No,No,0,0.23690674367681028,Low
C0438,Female,44,33,Month-to-month,Direct debit,83.46,2704.07,Yes,Yes,Yes,No,0,0.3399267755603926,Medium
C0439,Male,66,47,Month-to-month,Direct debit,99.79,4727.17,Yes,Yes,Yes,No,0,0.3036537413640624,Medium
C0440,Male,30,40,One year,Bank transfer,59.6,2358.34,No,Yes,No,No,0,0.09933387645799564,Low
C0441,Male,50,60,Month-to-month,Direct debit,111.51,6679.17,Yes,No,Yes,No,0,0.30575253086663684,Medium
C0442,Female,51,43,Two year,Direct debit,73.3,3102.18,No,No,Yes,No,0,0.15467913123486882,Low
C0443,Male,58,12,One year,Credit card,35.8,301.48,No,Yes,No,No,0,0.11242210697305857,Low
C0444,Female,52,44,One year,Bank transfer,89.59,3932.41,No,Yes,No,No,0,0.1721831525052719,Low
C0445,Female,18,36,One year,Direct debit,99.33,3696.51,Yes,Yes,Yes,No,0,0.16713383520190547,Low
C0446,Male,38,48,Two year,Bank transfer,51.68,2519.87,Yes,No,Yes,No,0,0.07242092688416821,Low
C0447,Male,65,4,Two year,Direct debit,105.72,421.92,Yes,Yes,Yes,No,0,0.23836813310113172,Low
C0448,Female,23,5,One year,Direct debit,110.61,539.91,Yes,Yes,No,No,0,0.29228083560027135,Low
C0449,Male,45,56,One year,Direct debit,47.69,2671.76,Yes,Yes,No,No,0,0.07200191885022601,Low
C0450,Female,34,37,Month-to-month,Credit card,118.35,4406.31,Yes,Yes,Yes,Yes,1,0.3826633834541231,Medium
C0451,Female,22,8,Month-to-month,Credit card,34.07,213.52,Yes,No,No,No,0,0.31610756942768975,Medium
C0452,Female,48,42,One year,Credit card,40.2,1744.12,Yes,Yes,No,No,0,0.08545206763906853,Low
C0453,Female,22,49,Month-to-month,Bank transfer,38.42,1918.35,Yes,Yes,Yes,No,0,0.15861883388650289,Low
C0454,Female,55,28,Month-to-month,Bank transfer,109.4,3099.11,Yes,Yes,Yes,Yes,1,0.39989040643165463,Medium
C0455,Male,20,31,Month-to-month,Credit card,85.43,2670.25,No,Yes,No,No,0,0.32517488437921876,Medium
C0456,Male,70,58,Month-to-month,Bank transfer,35.21,2043.16,No,Yes,Yes,Yes,1,0.11780643091398128,Low
C0457,Female,40,9,One year,Direct debit,64.03,609.91,Yes,Yes,Yes,No,0,0.16232428036161703,Low
C0458,Female,54,54,Two year,Direct debit,81.53,4432.21,Yes,Yes,No,No,0,0.18522520916082003,Low
C0459,Male,70,51,Month-to-month,Direct debit,28.35,1428.15,Yes,No,No,No,0,0.1621498324649613,Low
C0460,Male,54,29,Month-to-month,Credit card,108.24,3110.28,Yes,Yes,No,No,0,0.3831040026584475,Medium
C0461,Female,27,14,Two year,Bank transfer,100.36,1410.13,Yes,Yes,No,No,0,0.2805723546988897,Low
C0462,Male,27,40,Month-to-month,Credit card,70.52,2898.25,No,No,No,No,0,0.2611360144068983,Low
C0463,Female,36,41,Two year,Bank transfer,116.71,4723.15,Yes,Yes,Yes,Yes,1,0.213664934322152,Low
C0464,Male,34,22,Month-to-month,Direct debit,61.78,1285.78,Yes,Yes,No,Yes,1,0.32323960541983,Medium
C0465,Female,38,11,Month-to-month,Credit card,118.41,1310.75,Yes,Yes,Yes,Yes,1,0.43627626286532284,Medium
C0466,Male,31,23,Two year,Bank transfer,86.79,1998.71,Yes,Yes,Yes,No,0,0.1495008741206045,Low
C0467,Female,26,1,Month-to-month,Bank transfer,83.47,92.14,Yes,Yes,No,No,0,0.4724349585449532,Medium
C0468,Male,63,46,One year,Direct debit,36.6,1695.8,Yes,No,No,No,0,0.07348461257317074,Low
C0469,Male,18,37,Two year,Credit card,108.19,3991.87,Yes,Yes,Yes,No,0,0.15095641579112726,Low
C0470,Female,68,21,Month-to-month,Credit card,62.75,1392.24,Yes,Yes,No,Yes,1,0.350077798169274,Medium
C0471,Male,62,26,One year,Credit card,36.22,861.67,Yes,Yes,Yes,No,0,0.06399135705905516,Low
C0472,Female,30,46,Two year,Direct debit,21.26,936.54,Yes,Yes,Yes,No,0,0.07182756582670238,Low
C0473,Male,21,36,Month-to-month,Credit card,75.98,2730.12,Yes,Yes,Yes,No,0,0.2160067485521794,Low
C0474,Female,18,54,Two year,Direct debit,72.74,3845.8,No,Yes,No,No,0,0.16935286765770216,Low
C0475,Male,66,23,One year,Direct debit,91.94,2105.83,Yes,Yes,No,No,0,0.18658591470322022,Low
C0476,Female,57,57,One year,Direct debit,109.03,6297.78,Yes,Yes,Yes,No,0,0.16186411515124063,Low
C0477,Male,49,1,One year,Bank transfer,27.94,28.98,Yes,No,No,No,0,0.12623155604251468,Low
C0478,Female,51,54,Month-to-month,Credit card,93.15,5041.64,Yes,Yes,Yes,No,0,0.271892170033432,Low
C0479,Male,45,55,Two year,Credit card,38.74,2067.69,Yes,Yes,No,No,0,0.06678741677353754,Low
C0480,Female,48,51,Two year,Direct debit,105.82,5366.0,Yes,Yes,Yes,Yes,1,0.1984995366618462,Low
C0481,Female,25,40,One year,Direct debit,101.91,4057.64,No,Yes,Yes,No,0,0.17541825488013976,Low
C0482,Female,56,15,One year,Credit card,74.08,1095.31,Yes,Yes,No,No,0,0.17712973305907845,Low
C0483,Male,43,21,One year,Direct debit,91.02,1975.5,Yes,Yes,Yes,No,0,0.1453168571977994,Low
C0484,Female,51,47,Month-to-month,Credit card,51.44,2445.56,Yes,Yes,Yes,No,0,0.18307195533630408,Low
C0485,Male,20,9,One year,Bank transfer,67.12,548.51,No,Yes,No,No,0,0.15928210808187224,Low
C0486,Female,67,53,One year,Direct debit,102.16,5426.81,Yes,No,No,No,0,0.19417936612300624,Low
C0487,Male,29,9,One year,Credit card,65.93,618.28,Yes,No,Yes,No,0,0.1071323391387091,Low
C0488,Female,18,10,One year,Direct debit,55.78,614.81,Yes,No,Yes,No,0,0.14551310449031535,Low
C0489,Male,61,52,Month-to-month,Credit card,69.42,3688.87,Yes,Yes,Yes,No,0,0.17504130103001522,Low
C0490,Male,22,57,Month-to-month,Credit card,102.82,5809.99,Yes,Yes,No,No,0,0.2956266448271173,Low
C0491,Female,47,53,Month-to-month,Direct debit,53.52,2796.02,Yes,Yes,Yes,Yes,1,0.2041386938646117,Low
C0492,Male,47,26,Month-to-month,Bank transfer,37.38,909.0,Yes,Yes,No,Yes,1,0.2303309384601795,Low
C0493,Male,34,41,One year,Credit card,91.2,3727.5,Yes,Yes,No,No,0,0.12528157297522424,Low
C0494,Female,65,35,One year,Credit card,102.6,3614.32,Yes,Yes,Yes,No,0,0.15050847562121583,Low
C0495,Male,64,52,One year,Credit card,30.06,1612.49,Yes,Yes,Yes,No,0,0.037840226458712524,Low
C0496,Male,40,25,Month-to-month,Bank transfer,43.99,1095.95,No,Yes,Yes,Yes,1,0.20874714833966992,Low
C0497,Male,32,26,One year,Bank transfer,34.2,873.21,Yes,Yes,Yes,No,0,0.06586362101777697,Low
C0498,Female,54,11,Month-to-month,Direct debit,54.79,610.28,Yes,Yes,No,Yes,1,0.4128812546106263,Medium
C0499,Male,38,38,Month-to-month,Bank transfer,65.04,2429.76,Yes,Yes,Yes,No,0,0.20314557235134223,Low
C0500,Female,31,2,One year,Direct debit,94.88,294.24,Yes,Yes,Yes,No,0,0.219740085120411,Low
